page,text,filename,extraction_method,timestamp,metadata_title,metadata_author,metadata_creator,metadata_producer,metadata_subject,metadata_creation_date,metadata_modification_date,metadata_pages
1,Tell them make them no think am.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Make una no just try me.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Guy, you hold bar.",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Abeg,sidon.",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,The guy don hanmer.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I don jar.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Una hold pepper?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Your bobo fine o.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Comot for here.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Na my pikin be that.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Come make we yarn.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"O boy, wetin dey?",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Na your popsy be that?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Na my momsy be that.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I don dey mental since.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Where she dey go today?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Guy, howfar?",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Wetin dey worry you?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Chicks them yapa for here.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I waka come your house.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,How you dey today?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I de bam.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Bros, how una dey for area?",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Bros, show my house today.",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I wan go Yankee.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I dey go villa next week.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I dey go Southie Next month.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,See that Oyibo dey huslte o.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Ekelebay don show area.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,The thing wey him talk na so.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I de come your house sha.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,That guy car dey tight.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,You be mumu to dey carry your oga moto.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Na Your moto be that?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Your moto na tear rubber?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Abeg, where una dey buy pen.",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,When you dey go yankee?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Dem go soon pull up,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Na yeye cloth you de wear.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,This your moto na pure water.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,The girl face worwor.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,You don chop?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,That guy sabi book for class that year.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I no know you.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,You don baff?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I go go house around 1 pm.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I de try my best.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I straff that girl for my moto.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,No be like that.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,This song make sense.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Abeg, See this area boy.",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Wetin dey worry you.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Na worwor ladies dey package pass.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,"Guy, how far?",121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I dey ekelebay station.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Lion no dey born goat.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Where i fit see food chop?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,God don butta my bread.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,I go land you slap!,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Listen well well.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Dey drive your moto go slow.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,That man too like wayo.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Wetin you sabi?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Make you no vex me!,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,You sabi that guy?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Abeg! No waste my time!,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Your story get k-leg!,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Gi mi your moto make i use go get food chop.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Dem send you?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Comot for road abeg.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Why you dey give me wahala?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Wetin dey happen?,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,area boys collect plenty moto.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,China no dey use English.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
1,Na so dey yan their launguage for una.,121e0a01-54bd-4de0-af45-0fb73e1d111d.pdf,pymupdf,2025-04-29 15:47:20,,,Google Sheets,,,,,24
